UserID,UserName,Age,Bronze,Silver,Gold,Creation_Date
1556503,Aung Pyae,0,16,6,0,1343357390
2277408,Vladimir Kunschikov,0,7,3,0,1365856049
2228257,Daniel Ziltener,0,9,0,0,1364688406
212997,Kaniabi,38,7,3,0,1258472992
999429,kabal,0,2,0,0,1318864065
3424312,Sidstar,0,6,2,0,1394918843
13,Chris Jester-Young,34,310,230,24,1217564284
2572341,Dexter,21,12,2,0,1373540954
22,maclema,28,38,24,6,1217592671
1802252,Harshit,26,4,0,0,1352185534
3047479,user3047479,0,9,0,0,1385677587
4309083,Craig Leabhart,30,3,0,0,1417364989
81946,evilpenguin,29,41,24,4,1237892391
1753089,Emad,25,8,0,0,1350475391
32797,dnolen,0,58,40,0,1225379703
770068,Lorne Laliberte,42,16,6,0,1306345732
3047439,livthomas,0,5,0,0,1385675968
1458226,CodeBender,28,7,0,0,1339750968
2375680,PetoU,0,4,0,0,1368389710
344096,TheMorph,0,9,2,0,1274191385
2326538,tobs,0,8,0,0,1367056762
540705,Kay,0,6,1,0,1292254013
1458237,djgandy,0,8,2,0,1339751155
2523147,prime,0,23,3,0,1372233742
3194909,Eiland,0,2,0,0,1389718057
1654825,Danstahr,23,27,4,0,1347024226
344116,Andreas Neumann,32,15,6,0,1274192396
2277395,Martin Drautzburg,0,18,2,0,1365855215
1654827,irrenhaus3,0,4,1,0,1347024292
2277393,SooCheng Koh,0,9,0,0,1365855199
770103,Kris,0,15,4,0,1306347274
1851425,nightfox79,0,20,4,1,1353861219
3522570,user3522570,0,7,0,0,1397201217
2326627,tigerjack89,0,13,3,0,1367059314
32834,Frank,0,162,96,26,1225386000
3326071,SearchForKnowledge,0,14,3,0,1392775247
2228325,TonyGW,0,39,16,2,1364692578
2277482,Vinc,0,11,2,1,1365858676
1802325,Juan Garcia,0,11,1,0,1352187776
2179182,arleitiss,0,10,0,0,1363521919
2752635,user2752635,0,7,0,0,1378427456
2850938,Fernando Karpinski,0,5,0,0,1381029428
2326641,VinodBokare,25,2,0,0,1367059868
2523253,Roscoe Lotriet,0,4,0,0,1372235594
442451,GriffeyDog,0,16,9,3,1283951506
2654334,Karthikeyan Sukkoor,28,16,2,0,1375730087
295004,Morrison Chang,0,23,11,2,1268761059
3571822,G.T.,22,14,1,1,1398408838
3145837,user3145837,0,2,3,0,1388393751
344155,Paul Sanwald,38,33,15,1,1274194920
3326060,user3326060,0,5,0,0,1392774664
2670664,rohit yadav,0,1,0,0,1376146443
442466,S.C.,0,11,1,0,1283952154
2670669,fiverivers,0,4,0,0,1376146607
2424896,ntoskrnl,0,18,6,1,1369655848
3047496,bmeurant,35,9,6,0,1385678220
2572352,belafarinrod91,0,8,0,0,1373541082
2277450,Hristova,0,5,0,0,1365857416
163945,Matthew Hannigan,0,6,2,0,1251345618
2523211,ZivS,0,14,1,0,1372234928
3522650,Petr.M,32,4,1,1,1397202438
1654889,user1654889,0,9,0,0,1347025908
1851500,Ahmed Salman Tahir,0,18,7,1,1353864346
3424324,mrudelle,0,2,0,0,1394919236
3473479,user3473479,0,2,0,0,1396024216
3850319,Gersee,0,6,0,0,1405619920
3473472,Chief Cowboy,0,2,0,0,1396024117
3424322,Hawknight,0,7,0,0,1394919187
2572383,paul trmbrth,35,19,5,1,1373541538
1409132,WizardKnight,32,28,8,0,1337651746
3145803,Mudit Agarwal,22,4,0,0,1388392709
2605148,Adam Smith,0,5,0,0,1374449358
3375183,Blake,56,2,0,0,1393855585
999537,Belizzle,27,16,3,0,1318867760
1605734,Akio Hamasaki,0,2,0,0,1345168845
2424999,Tarun Varshney,25,27,9,3,1369657906
2605221,andy9775,0,5,0,0,1374454030
3473590,sajad,0,10,0,0,1396026062
3752124,Berti,0,5,0,0,1403088241
1654930,Phate,0,27,10,0,1347026643
32914,Mason Wheeler,32,302,142,20,1225404638
1556613,Tejas Padliya,0,8,1,0,1343363208
770205,jjd,0,14,3,0,1306351912
442512,Emmanuel,41,49,24,1,1283955173
2605245,Xor,0,10,1,0,1374455200
1900672,Hodossy Szabolcs,24,7,0,0,1355395556
114844,Anoop,30,15,4,0,1243701709
2670775,harvey_slash,0,28,6,1,1376150230
491687,Wesley Bland,30,32,15,3,1288380196
3801243,Huy Tran,16,7,0,0,1404383564
2277505,rcarraretto,27,6,1,0,1365859323
2277510,coder hacker,23,23,4,0,1365859429
1851576,Brad Leege,0,3,0,0,1353866842
3801247,Kevin John,22,4,0,0,1404383620
3145878,kuka11,0,3,1,0,1388395047
3522707,Lily,0,0,0,0,1397203500
2326667,reigeki,0,13,0,0,1367060774
3571870,kks,0,10,0,0,1398409879
2326666,xxlali,24,10,1,0,1367060739
2424975,Cereal,21,16,3,0,1369657428
2556044,manish jain,0,1,0,0,1373106716
1900726,Rick van Ittersum,0,4,0,0,1355396919
540837,Pimgd,22,29,5,0,1292261431
1507512,Massimo,26,21,6,0,1341597846
1900722,anquegi,31,12,4,0,1355396777
3571865,napoleonjk,0,1,0,0,1398409800
1802411,Lukasz Byczynski,0,1,0,0,1352190141
1704106,Givver,44,3,0,0,1348766402
2424980,Lars3n95,0,8,1,0,1369657485
3850380,HughJ,57,3,0,0,1405621512
2523281,vineetv2821993,22,11,2,0,1372236106
3145863,jjurm,0,7,0,0,1388394462
721079,Alex,0,88,42,11,1303503743
344249,Joe Zitzelberger,0,27,13,0,1274200393
3801222,AtmiyaDas2014,24,19,1,0,1404383160
2375834,useSticks,32,12,2,0,1368395727
2228380,Mohammed,0,10,0,0,1364695617
1654951,Allen Fernandes,0,2,0,0,1347027084
3424394,Mark,0,10,0,0,1394921711
2752661,Christopher Schr&#246;der,0,7,1,0,1378428561
540873,Thomas Jungblut,23,62,37,3,1292263042
770254,bruno,35,20,2,0,1306353829
1802462,Tal,0,13,3,0,1352191470
344269,chad,0,3,9,0,1274201241
3801331,KirkoR,29,6,0,0,1404385201
721089,Adam D,0,7,0,0,1303504283
1458397,Karacago,0,2,0,0,1339755473
1900758,Ahmed M Farghali,0,8,0,0,1355397825
3801335,Cuzz,0,15,1,0,1404385239
1507544,Christian Ciach,0,4,0,0,1341598966
1605832,MobileDev,0,10,0,0,1345173811
1900748,LMG,0,17,4,0,1355397620
3850472,Greg Watkins,0,2,0,0,1405623542
1605834,Nilesh,0,17,4,0,1345173986
770270,tnw,0,77,29,5,1306354524
3145960,Loser,25,13,2,0,1388397044
196826,ChitownDev,0,15,1,0,1256581838
3473647,Aurelien,0,4,0,0,1396027155
344286,Wayne Werner,30,97,50,3,1272731726
1458379,sanjay,0,8,0,0,1339755058
1409227,Lucas Oliveira,23,3,0,0,1337657382
3752166,Yep Possible,0,6,0,0,1403089038
1458377,Sanjay Nagare,26,9,1,0,1339754913
2670792,Christian,20,36,13,4,1376150829
2277571,guari,29,19,11,1,1365860941
540908,nininho,0,23,11,1,1292264859
3473619,MickG,0,9,2,1,1396026592
2556111,ramaral,52,35,9,3,1373108827
3277017,ChoiBedal,0,5,0,0,1391633043
2654403,Jitender Chaudhary,0,7,1,0,1375731741
3375325,lazlev,0,4,0,0,1393857813
196844,Daniel Trebbien,0,98,48,6,1256584189
3522756,sbgowtham,25,4,0,0,1397204304
1507556,AdemIlhan,24,13,0,0,1341599373
1458414,kukku,0,7,0,0,1339755961
3752131,Alex,0,0,0,0,1403088524
3801402,Amit Jain,0,5,0,0,1404386260
3424564,Santi,22,4,0,0,1394928807
3473716,mbiokyle,0,2,0,0,1396028521
2621740,DiegoG,39,10,2,0,1374824375
2670892,greg-449,63,38,20,10,1376154128
1409296,Patel Ankit,0,4,0,0,1337661294
3703103,Alex,0,1,0,0,1401799635
491790,maks,0,78,38,4,1288387458
1802512,hoaz,33,33,13,3,1352192595
2801953,sunny_side_of_life,0,12,0,0,1379763178
3801398,AngryJuice,0,4,0,0,1404386232
2228526,Jdsfighter,21,13,2,0,1364703730
3375399,Du6e,24,6,0,0,1393858971
3473697,liangricha,0,11,3,0,1396028220
3424545,user3424545,0,3,0,0,1394928216
393502,Vansi,28,19,5,1,1279258391
2654518,ericbn,0,18,4,0,1375734821
246051,fdomig,31,22,10,2,1262911445
2621706,Uwe Allner,46,19,6,0,1374823638
1409334,John Stoner,0,6,0,0,1337662590
1458482,Zerkz,0,16,3,0,1339758097
2228484,mushfek0001,0,8,3,0,1364701383
114986,caskey,38,23,17,2,1223599682
3571997,Alagaros,17,18,1,1,1398412001
3375389,Karuption,0,0,0,0,1393858818
147763,Paolo Brandoli,0,20,8,0,1248955513
2801947,Cloud tech,0,12,4,1,1379762977
770361,Luigi Plinge,0,125,54,10,1306358966
2228502,Sajirupee,25,11,2,0,1364702367
1409312,Syntactic Fructose,19,49,10,2,1337661926
540990,Murphy,0,22,12,0,1292269921
3703055,JavaLover,0,5,0,0,1401798921
393521,anon,0,9,5,0,1267232731
1753389,user1753389,0,7,0,0,1350481623
2228506,dangalg,35,11,5,2,1364702699
3703044,user3703044,0,1,0,0,1401798676
3424521,cgogolin,0,7,0,0,1394927334
2375963,Naresh,0,9,0,0,1368401953
1802587,Maor Hadad,0,2,0,0,1352194039
2228579,Alexey Balchunas,0,5,0,0,1364706005
3375473,Daniel,0,6,0,0,1393860242
2556261,Jagadish Talluri,0,5,1,0,1373115909
3277169,Aniks,0,7,0,0,1391636287
1556820,mangusta,0,20,7,1,1343371065
3473776,user3473776,0,5,0,0,1396029719
1409362,AKZ,0,13,1,0,1294302078
1507678,noz,45,9,3,0,1341603113
3326331,Sagar Pilkhwal,23,24,5,1,1392782423
344394,gmail user,0,30,11,1,1274209455
3424612,user3424612,21,7,0,0,1394931015
3801449,MartinBeseda,0,10,1,0,1404387136
2605424,DuhProgrammer13,17,18,4,1,1374463451
2326907,chappalprasad,0,7,0,0,1367068210
3850595,Jordi Castilla,34,24,3,1,1405626164
1507662,Manveer Chawla,0,5,0,0,1341602610
2703728,Phish,0,11,2,0,1377090505
1458508,maouven,0,4,1,0,1339758650
3522927,Ziker,23,13,0,0,1397206716
2228606,MiChAeLoKGB,0,11,0,0,1364707709
2752887,Dinithe Pieris,27,17,3,0,1378437501
295257,Ethan,0,31,14,1,1268782698
3326317,user3326317,0,3,0,0,1392782157
3522901,Akash kumar,25,11,3,0,1397206424
442724,LexLythius,0,13,6,0,1283970744
1458547,MatBos,0,9,0,0,1339759801
393569,viator,0,14,5,1,1279264956
2703681,Viorel Ghelbert,0,2,0,0,1377089683
393583,Adam,36,12,5,0,1279266010
2507082,JKoko,0,12,4,0,1371768410
1704298,Prazzy Kumar,0,12,2,1,1348770755
1081698,gomyes,28,26,8,0,1323094197
1180010,s3b,30,7,0,0,1328004258
2670933,james,0,9,1,1,1376155498
721269,David Schwartz,45,117,63,5,1303516053
3178930,SebastianG,21,5,0,0,1389292935
1704344,Jos&#233; Castillo,0,8,0,0,1348772180
3375543,David Patrone,0,0,0,0,1393861348
721283,James Henstridge,0,40,17,1,1279694040
3277243,user3277243,0,2,1,0,1391637365
2523562,HuTa,0,6,0,0,1372240824
442773,Chris DaMour,32,14,5,0,1283974901
1458562,Patrice Blanchardie,0,4,0,0,1300338472
1507715,Sheldon Neilson,29,5,1,0,1341604244
197015,Josh Petrie,32,39,10,0,1256609049
3375525,j.con,0,10,1,0,1393861055
3326372,sravan,0,6,0,0,1392783389
344477,Zilvinas,30,12,6,0,1274215123
1556877,kino lucky,0,11,3,0,1343372364
4358617,fayt,0,1,0,0,1418529988
2507197,Alter,21,12,1,0,1371771884
2458043,jeremy,0,5,2,0,1370488405
1458569,Igor Chubin,0,65,32,1,1339760400
2326914,Rog&#233;rio,0,36,21,1,1244984027
393639,dinesh707,0,67,33,9,1279270287
344487,Fred,27,24,10,0,1274215881
1556916,Tom,23,2,0,0,1343373785
3228053,CharleyGC,0,2,0,0,1390485097
344480,Matthias,30,55,22,3,1274215271
442785,tshenolo,0,8,0,0,1283976070
1180091,gicci,0,3,1,0,1328006279
295342,Tivie,29,52,22,4,1268797552
1704369,user1704369,0,8,1,0,1348772744
3375519,frohner,23,2,0,0,1393860963
1556923,Adrian,25,7,1,0,1343373941
1900977,Senthilkumar Gopal,0,5,0,0,1355402975
1458617,Rudolfs Bundulis,0,15,3,1,1339762347
4030860,Kalaiyarasan,0,3,0,0,1410436953
3522948,Ram,0,1,0,0,1397207007
3522945,Fatih Zorlu,0,1,0,0,1397206919
2703775,Ignasi S&#225;nchez,0,8,1,0,1377091206
1556896,Shubhradeep,0,0,0,0,1343373007
2523550,Emre Ko&#231;,0,21,8,0,1372240591
2703765,Dmitry Boyko,0,2,0,0,1377091144
2670999,user2670999,0,6,0,0,1376157903
393657,stryba,0,10,6,0,1279271288
1704411,Kristoffer Ryhl,17,8,0,0,1348773834
3375610,alltrue,19,1,1,0,1393862432
3473918,brewerof,0,5,1,0,1396032646
721344,csantanapr,0,7,7,0,1303524837
3277311,BigLuckyMan,0,4,0,0,1391638766
1556953,user1556953,0,2,0,0,1343374778
2507255,11yearoldjavaguy,0,5,0,0,1371774837
1802697,Igor M.,39,5,0,0,1352196456
442837,dres,0,7,1,0,1283979840
393681,notdang,0,7,1,0,1279273302
3375595,Flipurbit,0,0,0,0,1393862242
3473900,peace walker,0,1,0,0,1396032258
4358555,Raouf Mounif,0,0,0,0,1418526979
4030946,JJZCorum,0,1,0,0,1410438526
2654667,mudstack,0,7,0,0,1375738738
393701,SirDarius,35,48,28,4,1279274386
1851893,Oleksiy Martynov,0,3,0,0,1353880799
3424728,JKuz,0,2,0,0,1394937085
2523595,emreturka,24,16,4,0,1372241342
442856,Ameen,0,14,5,1,1283981276
3228127,smwhr,0,6,0,0,1390486138
1802735,Krit,23,13,1,0,1352197296
246263,Veger,32,80,46,4,1262942858
2507230,user2507230,0,9,1,0,1371773814
4080066,Th&#224;nh Ph&#250;,0,1,0,0,1411658855
1507816,Jorge Aguilar,27,25,12,0,1341607930
2556453,user2556453,0,3,0,0,1373123287
4031028,user4031028,0,1,0,0,1410439946
1802775,Augusto,0,16,4,0,1352198112
1081886,karmapolice,0,6,0,0,1323101320
2654759,Thomas Riley,0,9,0,0,1375741616
1704462,Paolo Angioletti,0,3,0,0,1348775192
2703932,Karolis Tarasaitis,21,4,0,0,1377093771
2556479,zelus,0,7,0,0,1373124189
1131019,hexin,0,10,4,0,1325718754
1458699,SJP,0,12,3,0,1339764530
2703924,Shona,0,7,0,0,1377093667
1704453,vipin cp,26,15,1,0,1348775105
4031005,Guilherme Eler,0,0,0,0,1410439602
1131057,crig,0,5,0,0,1325720532
1458740,Ilya,0,4,0,0,1339765501
3424786,jcespinosa,0,2,0,0,1394940480
1507888,MAY3AM,31,16,1,0,1341610572
3473949,user3473949,0,6,0,0,1396033203
3277339,gaber84,30,1,0,0,1391639501
2556428,jsonmurphy,0,7,2,0,1373122145
442923,adelarsq,29,33,17,3,1283988363
1704488,Lyju I Edwinson,33,6,2,0,1348775967
1409568,narendra agrawal,28,9,0,0,1337671073
2458128,Chandra Prakash,0,11,2,0,1370491746
2703902,Poyraz Sagtekin,24,6,0,0,1377093340
1081896,Gorets,0,19,4,0,1323101770
4030981,ob103ninja,0,4,0,0,1410439161
2556447,chathan,0,6,0,0,1373123055
3179017,Elnono,0,3,0,0,1389294737
2556445,ravi ranjan,0,7,4,0,1373123001
344638,antiduh,31,35,12,0,1274233454
3326478,Mahendra,27,11,1,0,1392786283
2556517,Peter Strange,0,11,2,0,1373125467
2654826,Darryl Gerrow,0,3,0,0,1375744196
1458771,Drew MacInnis,0,11,6,0,1339766220
246342,Alex K.,38,138,97,7,1262949496
442945,Nathaniel Ford,35,45,22,5,1283991080
3375732,vicsana1,0,4,1,0,1393864522
1081945,Gautam,26,30,8,1,1323103610
393805,tftd,0,46,17,1,1279280805
1704529,Yogendra Singh,0,36,15,3,1348777038
1851986,Vasili Syrakis,25,28,9,0,1353885865
3424868,Weston,0,4,0,0,1394944929
1032798,dudebrobro,0,12,2,0,1320614676
1802826,user23122,0,9,0,0,1352199353
3900009,user3900009,0,5,0,0,1406907017
1802825,bruceyang,0,3,0,0,1352199353
1032796,FrankieTheKneeMan,26,23,6,1,1320614624
1507908,Ricardo Cort&#233;s,0,3,0,0,1341611371
197205,Peter Gromov,0,12,8,0,1256638001
1032791,Julius,0,24,10,1,1320614347
344669,sfgroups,45,32,15,2,1274236016
1409612,Plobpo,29,4,0,0,1337672536
3228264,Phillip Bernhardt,0,5,0,0,1390488408
148059,atk,0,29,17,1,1248982216
3129973,Praveen,26,11,2,1,1387811848
2654839,Anghel Constantin Mihai,0,1,0,0,1375744744
3228241,joe545,0,1,0,0,1390488192
246370,Boomah,0,13,3,0,1262952833
3228247,user3228247,0,5,0,0,1390488224
1704573,abhi4j,20,7,0,0,1348778111
2654788,user2654788,0,3,0,0,1375742762
3326559,Yusra,24,2,0,0,1392788145
3179103,REDA,0,2,0,0,1389296059
4080206,user4080206,0,3,0,0,1400321090
3277378,user3277378,0,1,0,0,1391640398
3473988,David,0,0,0,0,1396033967
3179078,Narendra,31,3,0,0,1389295607
3277386,TreffnonX,0,5,0,0,1391640568
246394,Zo72,0,60,25,3,1262955306
148088,Fernando M. Pinheiro,32,11,0,0,1248985249
1753703,mattnedrich,0,8,2,0,1350487915
2654889,octopus58,0,2,0,0,1375747056
17025,brad,0,7,5,0,1221697793
2605733,Abdul Fatir,20,16,2,0,1374473857
17028,Franci Penov,42,130,80,7,1221698100
3556016,xudejing,0,2,0,0,1398070404
3900085,Roman Kesler,0,3,0,0,1406908437
3179199,PolishDeveloper,29,7,2,0,1389298243
3424932,Douglas Dennis,0,1,0,0,1394947310
3179169,hocuspocus,0,2,0,0,1389297527
1802889,Mat777,0,7,1,0,1352200989
1409677,Lomig M&#233;gard,0,9,4,0,1337674652
3556014,Johan Stolk,0,5,0,0,1398070393
66200,0x783czar,0,11,1,0,1234551071
1639040,Tspoon,0,19,5,0,1346425598
295582,Nikita Skvortsov,0,14,9,0,1268823030
66207,keuleJ,0,30,12,2,1234551744
574103,rad,0,15,4,0,1294915972
1704634,blagerweij,0,5,0,0,1348780006
2409095,Dhrubajyoti Gogoi,27,12,2,0,1369218730
3277460,user3277460,0,0,0,0,1391642737
393889,Raman,0,6,3,0,1279285580
1802929,MSr,0,11,1,0,1352202204
4080272,Lumberjack,0,4,0,0,1411662697
3375746,user3375746,0,0,0,0,1393864703
148147,Chris Goldman,44,6,0,0,1248991847
4080268,zedv,25,11,0,0,1411662616
393908,Ash Burlaczenko,27,70,37,9,1279286713
1032890,greyfairer,37,23,8,0,1320620947
4080265,Rana Zubair,0,6,0,0,1411662542
3228303,ajit.prazanna,0,1,0,0,1390488974
246461,Devunwired,31,90,60,4,1262961807
574152,Malcolm McLean,31,3,0,0,1294919023
3375858,1337,17,25,5,2,1393866604
1934041,vikrant singh,24,9,4,1,1356684457
1688287,Marek,0,7,2,0,1348217613
1934034,cichystefan,0,6,1,0,1356684224
574168,mjolinor,60,32,15,2,1294919773
3556071,Koeus,29,6,0,0,1398071823
3605220,Salvuccio96,19,11,2,1,1399310361
3605216,user3605216,0,4,0,0,1399310320
246490,Ariel Santana,37,1,0,0,1262963439
1983171,Adam Dunmars,0,3,0,0,1358330160
246492,eric1825,0,7,0,0,1262963516
525036,Didier L,0,20,7,0,1291114176
3179224,KVyas,0,0,0,0,1389298799
3556062,Viji,0,0,0,0,1398071532
4031188,Mikerb,61,8,0,0,1410442173
3326680,mithra,0,10,3,0,1392790290
393965,Kelsey Rider,93,23,10,1,1279290493
197359,Alex,0,14,17,0,1256651064
344808,qstebom,30,8,1,0,1274253633
3424987,user3424987,0,0,0,0,1394950239
393969,masi,27,39,17,1,1279290591
3326667,mi0x,0,1,0,0,1392790130
2884309,Raca,0,4,0,0,1381874155
2409182,Eric Citaire,36,20,1,0,1369220466
1983204,mikes,0,1,0,0,1358330735
3375823,user3375823,0,2,0,0,1393866016
1639141,rsb2097,24,17,5,1,1346428003
3752644,bala,0,0,0,0,1403096428
2458330,jagdish,25,30,3,0,1370497759
3179312,Anthed,35,4,1,0,1389300400
3605302,Pranav,0,8,0,0,1399311973
1934111,Victor,25,8,0,0,1356686553
770830,bereal,33,30,17,1,1306393535
3703613,Brobin,20,12,1,0,1401807525
3556158,Mahmoud Atef,0,1,0,0,1398073322
3752753,JIthin,24,9,2,0,1403098363
17160,nosklo,36,202,176,23,1221708486
3277631,SUNDAY,0,1,0,0,1391647941
295691,user295691,0,19,10,1,1268833306
3277602,user3277602,0,3,0,0,1391647309
3654436,yeezusplusplus,0,1,0,0,1400537862
3752748,Gotz84,30,3,0,0,1403098321
17175,technomage,0,18,9,2,1221709500
770834,Sam,0,35,19,4,1306393672
3326764,Birdun,0,3,0,0,1392791782
3654441,sjlevin,0,5,0,0,1400537914
3375916,Abiel Paltao,0,11,0,0,1393867693
623401,Zach,0,63,28,6,1298043898
3605271,Sam Fare,22,3,0,0,1399311498
1704760,Reuben,0,3,0,0,1348784065
4031244,KritiS,0,2,0,0,1410443025
1934124,dkero,0,2,0,0,1356686883
4031241,sabracadabra,0,3,1,0,1410443007
3982085,XtreemDeveloper,24,8,0,0,1409128524
623408,dkblinux98,51,5,0,0,1298044266
66363,UncleO,0,28,12,2,1234592568
3277582,ozarov,0,4,1,0,1391646651
1753951,Alan Faz,0,8,0,0,1350493417
3228534,nelsonaut,28,3,0,0,1390492513
3228537,lcersly,30,6,0,0,1390492590
623426,vaugham,29,23,7,0,1298044951
2507625,imarban,23,12,2,1,1371788912
623449,ProjectJourneyman,0,26,14,0,1298046160
1753931,Panichi Pattumeros PapaCastoro,0,9,0,0,1350492904
295765,qza,31,4,0,0,1268838869
3654500,MoLt1eS,0,0,0,0,1400539872
3556195,oldreader,0,0,0,0,1398073977
17239,Roger C S Wernersson,47,26,15,3,1221714162
2982778,Andrei Boyanov,0,9,3,0,1384252358
3654506,imperezivan,0,1,0,0,1400539970
3605354,E Rullmann,20,7,1,0,1399312916
1688441,maythesource.com,30,54,13,3,1348220819
3277650,Geo,0,1,0,0,1391648499
295783,mplungjan,0,111,71,11,1268840005
770927,zovits,27,13,2,0,1306397892
3375957,paul,0,6,0,0,1393868490
4358949,Joseph Graddy,0,2,0,0,1418544851
2605902,Stimpson Cat,37,10,0,0,1374477490
3556189,Rakesh Rangani,0,7,1,0,1398073793
3752790,user3752790,0,3,0,0,1403098726
2982722,qornanali,17,5,0,0,1384251240
1983342,FeinesFabi,0,12,1,0,1358333242
2655065,user2655065,0,6,0,0,1375753761
66416,Hilbrand Bouwkamp,43,45,30,1,1234612601
295797,Roy Truelove,0,88,46,4,1268841149
66419,Bj&#246;rn,0,18,7,1,1234612898
525179,Everton Agner,27,29,15,0,1291121999
2982747,Bjorn De Rijcke,0,5,0,0,1384251783
770931,Zardoz89,0,6,2,0,1306397974
1753955,Pratap Singh,0,16,8,0,1350493518
3982150,FintanH,0,4,0,0,1409129465
3982144,Curious,26,7,0,0,1409129328
2605915,Muhammad Zahid,23,11,3,0,1374477815
672631,VonSchnauzer,0,9,4,0,1300868622
295802,Mark Bennett,0,20,6,0,1268841311
3605321,user3605321,0,6,0,0,1399312332
17279,zoul,33,242,153,21,1221717192
3982268,Ga&#235;l,0,3,0,0,1409131076
1885085,Wooden,27,2,0,0,1354875215
2180005,i.ovchynnikov,19,16,7,0,1363545059
3326902,tudor,0,1,0,0,1392794489
2835375,Vishal Panesar,0,2,0,0,1380639146
2753452,mandeep,0,1,0,0,1378453580
2982816,jacksonps4,0,1,0,0,1384253090
1688471,Nasz Njoka Sr.,0,12,3,0,1348221479
2835365,Alireza,35,17,4,1,1380638974
2786232,Bhaskar.Ramagiri,0,2,0,0,1379395461
17300,Stephen P,53,34,15,0,1221718616
623517,Prem,27,39,14,2,1298049207
2786238,Abhijeet Kharkar,24,7,0,0,1379395577
1704844,lkrasner,0,8,0,0,1348787335
476048,Berin Loritsch,0,25,16,1,1287075480
525203,Dmitry Spikhalskiy,25,10,1,0,1291123327
3933088,Julio Castedo,31,4,1,0,1407841781
3933089,chiastic-security,39,40,11,3,1407841782
148381,DaveJohnston,33,63,31,2,1249031719
3752870,firtydank,0,4,0,0,1403100009
2737033,Ervadac,0,7,0,0,1378028143
1885118,Marcel Steinbach,0,5,1,0,1354875853
2737037,user2737037,0,11,3,0,1378028348
3703709,mstbaum,0,7,0,0,1401809089
1639347,cahit beyaz,0,5,0,0,1346433770
17323,Rene,49,28,14,3,1221720268
1704885,djehrame,30,12,1,0,1348789535
525240,FinalFive,45,19,3,0,1291125191
3081118,eyadkht,21,4,0,0,1386547333
3507073,BrownsFan,0,1,1,0,1396879093
17335,Chii,0,36,21,1,1221721583
3326858,manish payasi,0,6,0,0,1392793578
1688481,Tanveer Ali,0,2,1,0,1348221754
2884502,lightandlight,19,15,3,1,1381880298
17339,Drew Stephens,31,56,26,5,1221722125
3654540,cooljohny,19,12,1,0,1400541055
2409368,Michael Ambaye,0,2,0,0,1369223598
951219,Anton,0,11,5,1,1316349644
3326863,Paris Tao,0,6,0,0,1392793665
17343,Peter Lang,0,116,86,12,1221722333
2737046,perencia,0,7,2,0,1378028750
2458597,Arthur Va&#239;sse,25,10,2,0,1370503672
2753514,Aown Raza,0,12,1,0,1378454735
1983451,juanheyns,0,6,0,0,1358335681
1688542,Bj&#246;rn Antonsson,0,6,2,0,1348223612
2458605,Garmael,0,11,2,0,1370503770
2180076,user2180076,0,1,0,0,1363546985
3605497,Tripp Kinetics,37,17,3,0,1399315736
1704917,gregw,0,8,4,0,1348791317
1688521,Swap-IOS-Android,0,47,15,2,1348223034
279511,tbsalling,43,22,8,0,1266932626
2835455,melc,0,20,7,2,1380640551
66519,ojblass,41,97,48,12,1234650852
1639361,durgas,0,3,0,0,1346434329
3081206,Takendarkk,0,26,10,6,1386551139
672721,Grzegorz Herman,32,14,5,0,1300872572
1410037,Thomas,31,38,13,2,1337684884
1688570,TouDick,0,7,0,0,1348224469
3605457,Corey,0,6,0,0,1399314910
3277781,Ganesh,0,19,1,0,1391653320
3556305,CrashOverload,25,8,0,0,1398076323
3326939,jholusa,0,4,0,0,1392795031
2507725,dhanush_c,21,1,0,0,1371792165
17389,ysth,46,133,62,2,1221725675
1688564,wanam,0,4,1,0,1348224300
4309937,CoolKat,0,10,0,0,1417393405
1983465,Bala,0,13,4,0,1358335871
2982874,Rob Baillie,40,23,9,2,1384254188
3654605,lowcrawler,0,7,0,0,1400543738
1704935,yudatou,0,1,0,0,1348792194
2655189,CodeFreak,0,3,0,0,1375758198
3228620,Senhor,17,11,0,0,1390493867
3326925,Shrikant Kakani,0,14,2,0,1392794895
574475,Igor Khomenko,26,43,22,1,1294933067
3556400,khangulmalik,0,2,0,0,1398078474
574479,biziclop,36,58,36,5,1294933179
1934357,Ronish,0,3,0,0,1356693590
2835490,jjmartinez,34,18,4,1,1380640985
3703858,Lemmerik,0,3,0,0,1401811376
295950,joshea,0,5,0,0,1268851272
3933239,Afsa,0,13,3,0,1407843986
1410078,jhunovis,0,10,2,0,1337685832
279560,mikedroid,0,20,13,2,1266936387
4162610,user4162610,0,0,0,0,1413819330
2507819,JanTheGun,0,5,0,0,1371794998
2458667,AppLend,0,5,1,0,1370505022
66575,bedwyr,34,40,19,1,1234669417
3703862,Rich E,0,7,0,0,1401811419
3982380,user3982380,0,0,0,0,1409132828
1836044,parrowdice,0,14,3,0,1353334716
623640,Waterbear,0,9,7,0,1298054609
2704443,Sumit Lubal,21,10,1,0,1377102130
3556388,Curious,26,8,0,0,1398078117
1885199,Chrotenise,0,6,0,0,1354877644
1983495,iharob,30,33,11,2,1358336494
2688050,desilijic,0,6,0,0,1376623287
17436,Jonas Lincoln,35,39,21,2,1221728361
3458089,swamy,29,3,0,0,1395720175
1934396,Christian,0,13,2,0,1356694709
3228691,FormerLurker,0,4,0,0,1390494689
